phrase,stage,freq,success,success_rate
Have you heard about the plans that will put back extra money in your Social Security check?,Needs Analysis,1,0,0.0
What do you need the most?,Needs Analysis,1,0,0.0
Were you looking to find another plan?,Needs Analysis,1,0,0.0
Do you need anyone there to help you with your decisions?,Needs Analysis,1,0,0.0
"What benefits, if any, would you like to see increase?",Needs Analysis,1,0,0.0
Do you have someone to help you?,Needs Analysis,1,0,0.0
What is working well with your current plan?,Needs Analysis,1,0,0.0
Are there any benefits that you may have that are a concern to you?,Needs Analysis,1,0,0.0
"Do you currently have, like, an HMO or PPO plan?",Needs Analysis,1,0,0.0
"When you're going to see, like, specialist doctors with your Anthem plan, do you pay any co pays at all?",Needs Analysis,1,0,0.0
Do you get any other coverage for maybe a previous employer?,Needs Analysis,1,0,0.0
"Do you currently reside in nursing home, assisted living, or long term care facility?",Needs Analysis,1,0,0.0
Has anyone ever explained how it works for you?,Needs Analysis,1,0,0.0
"If you could improve anything about your current plan, what would it be?",Needs Analysis,1,0,0.0
Do you have your prescription drug plan coverage?,Needs Analysis,1,0,0.0
Are you on Medicaid and Medicare?,Needs Analysis,1,0,0.0
What would be okay?,Needs Analysis,1,0,0.0
Are you looking for additional benefits or to save money?,Needs Analysis,1,0,0.0
Are you looking for additional benefits or lower cost savings?,Needs Analysis,1,0,0.0
"Do you have diabetes or a heart condition, sir?",Needs Analysis,1,0,0.0
Did you not like the united plan?,Needs Analysis,1,0,0.0
Why aren't you getting a grocery benefit?,Needs Analysis,1,0,0.0
How much are they giving you for groceries?,Needs Analysis,1,0,0.0
How much are you getting on your UCard for groceries monthly?,Needs Analysis,1,0,0.0
How much money do you get for groceries and utility bills with your current plan?,Needs Analysis,1,0,0.0
Are you getting the cash back every month in your Social Security check?,Needs Analysis,1,0,0.0
Do they come in and provide your meals and medicine as well?,Needs Analysis,1,0,0.0
Do you usually make your own health care decisions or you have someone to help you?,Needs Analysis,1,0,0.0
I definitely can take a look at the Medicare Advantage Plans we offer in your area.,Needs Analysis,1,0,0.0
Did you lose any benefits with them?,Needs Analysis,1,0,0.0
"So we really just wanna focus on, like, your dental, and vision, and hearing today.",Needs Analysis,1,0,0.0
Do you use it very often or go to the doctor very often?,Needs Analysis,1,0,0.0
Do you receive any assistance from the state of Florida?,Needs Analysis,1,0,0.0
"Have you ever thought about a Medicare Advantage Plan that's $0 a month and helps you with, like, dental and vision and hearing?",Needs Analysis,1,0,0.0
Is there any particular benefits you'd like me to keep an eye out for?,Needs Analysis,1,0,0.0
What about vision? Do you wear glasses?,Needs Analysis,1,0,0.0
Did anybody take a look to see if they could get any of those benefits back for you?,Needs Analysis,1,0,0.0
"With your current health care coverage, does you or a spouse have any coverage through a current or past employer?",Needs Analysis,1,0,0.0
Have you ever looked into going to the health department to get your medication?,Needs Analysis,1,0,0.0
What type of extra benefits would be important to you?,Needs Analysis,1,0,0.0
What was the name of the place you stayed nine months?,Needs Analysis,1,0,0.0
Do you know who you currently have for your health insurance then?,Needs Analysis,1,0,0.0
You're not interested in looking for any additional money?,Needs Analysis,1,0,0.0
Tell me what you don't like about Humana.,Needs Analysis,1,0,0.0
Is it an HMO or a PPO?,Needs Analysis,1,0,0.0
Do you have any chronic condition plans that include that gift card?,Needs Analysis,1,0,0.0
What does that card say?,Needs Analysis,1,0,0.0
"Do you have any benefits through, like, an old job, an employer, or a union?",Needs Analysis,1,0,0.0
Do you have any type of food assistance now?,Needs Analysis,1,0,0.0
What health benefit do you use the most with your current coverage?,Needs Analysis,1,0,0.0
Do you know much about the current health plan you do have?,Needs Analysis,1,0,0.0
What's gonna be beneficial to you regarding your Medicare and needs?,Needs Analysis,1,0,0.0
Are you looking to see if you can get more?,Needs Analysis,1,0,0.0
Are you getting any extra benefits like the grocery food card benefit?,Needs Analysis,1,0,0.0
Are you in the hospital right now?,Needs Analysis,1,0,0.0
Are you taking any other medications?,Needs Analysis,1,0,0.0
Is that your choice? Do you prefer to go to Aetna?,Needs Analysis,1,0,0.0
Do you have your Medicaid card?,Needs Analysis,1,0,0.0
How much they were saying you were getting a month?,Needs Analysis,1,0,0.0
Are you receiving any additional benefits with your Blue Cross and Blue Shield?,Needs Analysis,1,0,0.0
Tell me what you wish you had.,Needs Analysis,1,0,0.0
What carrier are you with?,Needs Analysis,1,0,0.0
Do you plan on moving anytime soon or anything like that?,Needs Analysis,1,0,0.0
Are you looking to stay with Aetna?,Needs Analysis,1,0,0.0
"If there was any health benefit that you currently have that you could improve, what would that be?",Needs Analysis,1,0,0.0
Are you on a prescription plan currently?,Needs Analysis,1,0,0.0
Do you get any over the counter or food allowances of any kind now?,Needs Analysis,1,0,0.0
You're doing well.,Needs Analysis,1,0,0.0
Is the food benefit the most important to you?,Needs Analysis,1,0,0.0
"Is there a benefit in your Anthem plan that if you could improve, you would?",Needs Analysis,1,0,0.0
Do you have any particular insurance company you have to stick with?,Needs Analysis,1,0,0.0
Have you recently been released from a hospital recently?,Needs Analysis,1,0,0.0
I presume you don't take any you don't go to the doctors often?,Needs Analysis,1,0,0.0
What gives you the best transportation?,Needs Analysis,1,0,0.0
"What kind of benefits did you wanna see, increased?",Needs Analysis,1,0,0.0
How often do you guys go to the doctor?,Needs Analysis,1,0,0.0
What type of benefits are you currently looking for in a plan?,Needs Analysis,1,0,0.0
Do you have the same thing as he does?,Needs Analysis,1,0,0.0
Do you have to pay a monthly premium for your Blue Cross and Blue Shield?,Needs Analysis,1,0,0.0
Are there any particular benefits that you'd like more?,Needs Analysis,1,0,0.0
What do you mean it doesn't work?,Needs Analysis,1,0,0.0
Are you able to hear me?,Needs Analysis,1,0,0.0
Do you currently have your Medicare card with you?,Needs Analysis,1,0,0.0
Do you have one of those dual plans that gives you some money for groceries on your card?,Needs Analysis,1,0,0.0
"Do you receive any additional medical coverage to a former employer, union, TRICARE, or veterans?",Needs Analysis,1,0,0.0
"Are we looking at benefits for only you today or for maybe another, like, friend, family, somebody else?",Needs Analysis,1,0,0.0
What benefit do you use the most with your current plan?,Needs Analysis,1,0,0.0
"Do you have, like, a supplemental plan that you pay for each month?",Needs Analysis,1,0,0.0
"If there was a benefit that you could improve or increase with your current coverage, what would that be?",Needs Analysis,1,0,0.0
What are your needs regarding dental and vision coverage?,Needs Analysis,1,0,0.0
Do you have any of those?,Needs Analysis,1,0,0.0
Do you go in and out of the hospital often?,Needs Analysis,1,0,0.0
Would you like me to take a look at your plan and see if there are any additional benefits?,Needs Analysis,1,0,0.0
"Are we looking at benefits for only you today, or is there maybe another family member?",Needs Analysis,1,0,0.0
Do you make your own choices when it comes to your health care plans?,Needs Analysis,1,0,0.0
"Are you both on the same plan or or different plans, or do you know?",Needs Analysis,1,0,0.0
Is that a risk time? Is that for your job?,Needs Analysis,1,0,0.0
"Just to let you know, our agency, we don't represent all of your options for Medicare.",Needs Analysis,1,0,0.0
Are you getting the grocery card benefit as well?,Needs Analysis,1,0,0.0
"You need hospitalization and medical, right?",Needs Analysis,1,0,0.0
"Is it a supplement, like a plan f or plan g?",Needs Analysis,1,0,0.0
Do you happen to have any coverage through military benefits?,Needs Analysis,1,0,0.0
Did you know that these Advantage Plans are $0 a month?,Needs Analysis,1,0,0.0
Have you lost or do you have any current employer coverage or union coverage?,Needs Analysis,1,0,0.0
Did you serve in the military?,Needs Analysis,1,0,0.0
How much did you pay for your doctor visit?,Needs Analysis,1,0,0.0
Does it say how much Medicaid?,Needs Analysis,1,0,0.0
Do you have a power of attorney in other words?,Needs Analysis,1,0,0.0
Are there any benefits that you plan on using this year?,Needs Analysis,1,0,0.0
"Do you make your own health care decisions, Patsy or does somebody do that for you?",Needs Analysis,1,0,0.0
What is the most benefit important to you?,Needs Analysis,1,0,0.0
"As long as you're able to afford your plan G, I would never recommend looking at a Medicare Advantage Plan.",Needs Analysis,1,0,0.0
"Did you at least try to get, like, extra help from Medicare?",Needs Analysis,1,0,0.0
What I do is just make sure we can squeeze all the Medicare juice that we can out of a plan for you.,Needs Analysis,1,0,0.0
What kind of benefits were you looking for?,Needs Analysis,1,0,0.0
One of your most favorite benefits is the money you get for groceries and utilities?,Needs Analysis,1,0,0.0
"Do they help you with, like, do they help you with, like, utility bills and food and stuff?",Needs Analysis,1,0,0.0
Are you in Calhoun or Orangeburg County?,Needs Analysis,1,0,0.0
"Have you recently lost or are losing any employer, union, or COBRA coverage?",Needs Analysis,1,0,0.0
"Is it working out for you, your coverage, your current coverage?",Needs Analysis,1,0,0.0
Do you have any other type of insurance?,Needs Analysis,1,0,0.0
"Do you currently have any type of coverage through an old employer, union, or military?",Needs Analysis,1,0,0.0
Are you calling to upgrade your benefits today?,Needs Analysis,1,0,0.0
"Will you feel better, mister Hector?",Needs Analysis,1,0,0.0
Are we looking at benefits for only you or for maybe another friend or family as well?,Needs Analysis,1,0,0.0
What time would you like for me to call you back today?,Needs Analysis,1,0,0.0
"Are any of those medications for the following conditions, diabetes, severe heart or lung or kidney issues?",Needs Analysis,1,0,0.0
What health care benefit do you use the most?,Needs Analysis,1,0,0.0
"Are you taking just more just maintenance medications, blood pressure, cholesterol?",Needs Analysis,1,0,0.0
What do you need more of when it comes to your health insurance?,Needs Analysis,1,0,0.0
How do you use your plan you have currently?,Needs Analysis,1,0,0.0
What were you calling in for today?,Needs Analysis,1,0,0.0
What would you like to improve regarding your benefits?,Needs Analysis,1,0,0.0
"Do you have the names of your doctors, your primary and your cardiologist?",Needs Analysis,1,0,0.0
Were you seeing any specialists at the moment?,Needs Analysis,1,0,0.0
What benefit would you like to improve or increase?,Needs Analysis,1,0,0.0
Do you make your own choices about your Medicare plans?,Needs Analysis,1,0,0.0
Is that a retirement plan?,Needs Analysis,1,0,0.0
Do you usually make your own health care decisions?,Needs Analysis,1,0,0.0
"Besides the VA, do you have any other coverage, like, from an old job or, like, a union, anything like that?",Needs Analysis,1,0,0.0
Are we looking at benefits for only you today for Medicare or for maybe another friend or family as well?,Needs Analysis,1,0,0.0
Do you happen to know what your Medicaid level is?,Needs Analysis,1,0,0.0
What benefits would you like to improve with your Medicare Advantage Plan?,Needs Analysis,1,0,0.0
Does your United help at all with that?,Needs Analysis,1,0,0.0
"Was there any type of specific benefit that you were looking for, like dental, vision, or hearing?",Needs Analysis,1,0,0.0
Did you not like Aetna?,Needs Analysis,1,0,0.0
Do you have Medicare Part a and b?,Needs Analysis,1,0,0.0
Do you or a spouse receive any medical benefits from a current or a former employer?,Needs Analysis,1,0,0.0
Do you have Medicaid from the state of Tennessee?,Needs Analysis,1,0,0.0
